datasetkey	datasetTitle	occurrenceCount
2488cd13-4f80-479c-ae54-257de312054e	A nest-site survey of Barn swallow at railroad stations in the Kinki District,south-central Japan	1374
1a83ba26-a32f-4474-9e86-4d3cfd6c7e0e	DBRC Triturus cristatus records 1970 - 2015	1367
febe3d7b-59a7-45c1-abbd-bd610e85823b	Sepsidae Recording Scheme - records verified via iRecord	1308
4ea0d3ad-eab4-4c2c-87b4-8247eae6cec5	Waarneming.nl (NL) - Great Grey Shrike Count 2014-2015	1299
864eb98e-f762-11e1-a439-00145eb45e9a	ConDidact Citizen Science Surveys - Amphibians 2007	1286
be212283-072e-4e50-b938-689e3c82f5c6	Yorkshire Wildlife Trust Shoresearch	1265
70f6c067-ea99-4acc-9fd0-ae4c53dffcc0	Waarneming.nl (NL) - Great Grey Shrike Count 2010-2011	1257
8e2961c9-5996-474b-9bfc-90370e04448b	Ecological surveys from Bardon Hill undertaken in the period 2000 to 2007	1254
2b3a8ad6-c040-4105-9eae-cfdf0003cf88	Freshwater fish records via iRecord	1233
1897eef5-1e10-4842-97f7-cad98925b59d	Dutch Butterfly Monitoring Indexes	1219
3cc1bf3e-e503-4d2a-9b23-a54b9269ebbe	DBRC Lutra lutra records 1952 - 2016	1174
f240817c-23f3-4a8f-b32e-97833663fd4d	Programme national de science participative sur la Biodiversité Littorale (BioLit)	1123
fd1a7c99-f7b8-4887-b36c-5bdbd13eae3b	Field Study Group of the Dutch Mammal Society (NL) - 2007 - Mammal Survey Estonia	1120
9cbcf2b3-448f-48ce-9510-39e25c6234a8	Field Study Group of the Dutch Mammal Society (NL) - 2003 - Mammal Survey Alvao Natural Park, Portugal	1051
d435e038-1f0a-4007-9429-4e55e71428e7	ConDidact Citizen Science Surveys - Spiders 2011	1031
94d8f41f-7204-4a89-82ae-e337710dd543	EEIKO Base de datos sobre plantas invasoras	1026
68724de6-4ce3-405e-b76f-f5814712cfb9	Highland Breeding Bird Data 2002 - 2003 - sensitive breeding species	1024
38f97143-922d-4ec0-a6e5-75e51a77890a	Field Study Group of the Dutch Mammal Society (NL) - 2008 - Mammal Survey Muntii Padurea Craiului - Apuseni mountains, Romania	948
a3ad1858-32f3-4cbe-9b9d-df772e2d18b1	Seasearch Pink Sea Fan, Eunicella verrucosa,  Survey	870
30ac77b7-9434-4eec-84c3-52b507ee9b8b	Field Study Group of the Dutch Mammal Society (NL) - 2004 - Mammal Survey Rakitovec, Slovenia	857
9f1c80ed-aa0f-4c7c-8679-6a31467d8fe4	Waarneming.nl (NL) - Great Grey Shrike Count 2009-2010	852
37867d84-1143-4378-ac6f-95e5e19650e9	Vanuatu dugong sightings recorded during CMS dugong catch / by-catch standardised questionnaire 2015-2017	849
c671d43f-7fb9-4b5a-a964-630bfbf47dd2	A crowdsourcing approach to collecting photo-based insect and plant observation records	843
66f39e15-e74d-491c-b5d2-397cd6bad884	DASSH Data Archive Centre expert sightings records	826
c84310f0-a629-47ff-96b5-51373acdfdcc	Ville de Trois-Rivières - Bioblitz 2012	813
84149905-2fc7-4cc6-a9c8-f4186e0a62a8	ACT BioBlitz	789
dce533af-6a50-4d6b-900b-7c60fb709559	Bittern Annual Surveys in Britain 1990-2011	781
31cc8b55-0455-4faa-aa50-e135d1dcacf0	SharkBase	718
465e33dd-59ec-4e55-b2c0-1edde45d757e	Redland City Council Citizen Science Portal	717
d9870517-1d50-45f0-831c-a783922c22d3	Enquête DREAL Auvergne Ecrevisses	717
5ba69a5d-a3f6-4e4e-bbf6-52ebf7dc47b3	Field Study Group of the Dutch Mammal Society (NL) - 2012 - Mammal Survey Galicia, Spain	690
a3d5f6ba-034e-4167-bd8a-1fb80018ae61	ConDidact Citizen Science Surveys - Ladybirds 2013	682
ef7e0d45-c59f-4f48-afa3-53d9f545de56	St Andrews BioBlitz 2015	682
82e3cee7-c06b-40ae-ab30-b3c911a2b713	Données de l'enquête Escargots de l'ONEM (onem-france.org)	661
7bb5d1e3-ee8d-4a96-97cd-bb8f56dc6375	Stoats in Orkney: records & sightings reported to SNH, 2010 - 2015	656
8a309be4-939e-4874-a6ba-6ebee4ebeaac	OPAL New Zealand Flatworm Survey - flatworm sightings	626
3a47d44d-de57-4332-adb2-999e70e28960	DBRC Austropotamobius pallipes records 1960 - 2015	618
07f6c820-16ba-49a8-81af-72f7028b6d04	Urban Roots Malls Mire Invertebrate Records 2014	612
241f9bd4-613e-4050-9fe0-2ff44b526c84	St Andrews BioBlitz 2014	589
2fce3ac5-5bd1-4c11-82c8-68bfb937399a	Bioblitz 2013 Copenhagen Denmark	582
91a7ba5f-1090-45f6-9e71-48b0bce5ab63	Invasive Non-native species data in the Clyde catchment, collated by Central Scotland Forest Trust	564
f76041b1-53f6-448d-a2e1-4302bf80c93c	Cnidarians of Iran	555
3eb94dd5-c5d2-4a55-947c-7a4d3535ced8	Bioblitz 2014 Kalvebod Fælled, Denmark	554
c04a8bc5-eccd-432c-b9b5-e86552e2a7f5	New Zealand Flatworm (Arthurdendyus triangulatus) records for Scotland 2008-2014	551
eda0e170-a39f-44fc-9c03-cce4f7417df7	The Wildlife Information Centre - BioBlitz Events	549
aaebba56-769a-4564-9b66-a7f4b566e25b	Field Study Group of the Dutch Mammal Society (NL) - 2013 - Mammal Survey Western Rhodopes, Bulgaria	495
5fe8fc90-ed14-46c3-8bac-9dbd2d4b92d7	St Andrews BioBlitz 2016	494
683957d7-7bb8-44da-bdc1-8d61a41d2b7b	Pez León en Venezuela	482
95f5b4eb-e696-48a9-8f00-7d1b0b4ed516	National Water Vole Monitoring Programme (NWVMP)	471
6d66d064-0f02-4441-95fc-a83840c7f8ff	IASTracker. Invasive Alien Species database	459
4d4e7415-5800-4d8b-8d4d-6de938e8d38c	Species Records for John Muir Trust Properties 2007-2009	450
4896f82a-ff72-4d14-bf2a-780b86ab03f7	NSW Bird Atlassers - Field Data	432
576c0061-40a6-46fa-8f95-a425eef87893	Field Study Group of the Dutch Mammal Society (NL) - 2011 - Mammal Survey Biokovo Nature Park, Croatia	424
85eb6fc8-8e95-4621-9fe0-661d483ac614	Lady Beetle (Coccinellidae) Records Comprising the Checklist of Vermont Species	387
dc2d2c19-92b8-485d-802d-f7c8f1d2055f	Enquête DREAL Auvergne Bivalves	379
85f86f01-b572-467e-98c4-6ca2027be5f0	ConDidact Citizen Science Surveys - Snails 2012	338
e13faa2d-3cd9-4716-aeb1-1a489d9b69b4	Antarctic fish by-catch observation during krill fishing cruise onboard polish trawler Dalmor II (March to July 2011)	329
bc94931c-4197-42bd-9cac-32c09e3959f3	Field Study Group of the Dutch Mammal Society (NL) - 2010 - Mammal Survey Patvinsuo National Park, northern Karelia, Finland	319
806df471-8b78-4166-a186-ba07c7c957ec	Field Study Group of the Dutch Mammal Society (NL) - 2006 - Mammal Survey Galicica National Park, Macedonia	318
9cc95cb1-d97a-4c35-9d0e-5de8a6e2f134	Hymenoptera, NEF	316
557146f2-4f90-43ad-a2eb-c4f9ace7a2df	ACT and Southern Tablelands Weed Spotter	270
5e6b1784-7ade-4542-a61f-8adf9bfb0b7b	Données de mammifères enregistrées dans BazNat - Lot 3	258
688e9ab9-d010-4691-96e0-80ca29323a57	City of Edinburgh Natural Heritage Service - Natural Heritage Service Data	255
710f72d0-2b22-452d-89ac-462164a9a369	Stoats in Orkney Facebook page records & sightings, 2014 - 2015	246
c01ddb0f-b7e4-4723-b630-7e0c2217230e	2017 North Devon Area of Outstanding Natural Beauty (AONB) Combe Martin Devon Bioblitz	242
dd946360-820d-4959-a752-77ed01cdc661	Species Surveillance Project	237
d4368fa0-ffbe-4cb8-8e32-7bb902e3656d	Data on cetacean strandings (1999 - 2014) on the Ukrainian coast of the Black Sea and the Sea of Azov and adjoining areas	227
9566b8fc-3f1d-472b-b037-7ceb5e4e94f9	HeathNet data	204
f6637736-f04e-4361-87a0-541e08a8a8d3	Data on cetacean strandings on the Ukrainian coast of the Black Sea (2017)	169
30d18e81-2b7a-40ed-828a-72a1c7f585c4	Redshank nesting on saltmarshes in Britain	166
4fa0d1fc-ad2f-4c0d-b716-278693f91afc	Species Records for John Muir Trust Properties Nevis, Sandwood, Quinag and Schiehallion 2010.	164
172149d2-2dc0-43fb-a7b1-57e3e4ec34a2	Powdery Mildew Citizen Science Survey, UK, 2013-2015	157
19016860-06e5-4bd9-ae82-4eed1b39007e	Bringing Reedbeds to Life Amphibian Survey of two key reedbed sites in England in 2010	115
9cf65d8e-f5ee-4e52-a88a-ab16c4bb78de	Tree sparrow recovery project summary data, North West England, 2004-2010	114
6de6a7d6-95ce-40b8-a569-43b127a57bc5	Suivi de la distribution et de l'abondance des lamantins	103
fc8c35b2-cf16-48c0-98cb-472c02452d4c	Twite national sample survey in the UK in 1999	98
2e4f4ed1-77d0-4ee2-a895-6f894d3fcc13	Records of Giant Silkmoths (Saturniinae) from Vermont Collections and 2002-2007	87
b5ae9525-5de3-438c-b4c0-3d3257f4bea2	Bringing Reedbeds to Life Water Vole and Mink Survey of five key reedbed sites in England in 2009, 2010	71
6378806e-388e-4293-b7f4-775548da77b3	Birds occurring at Namitete farm, Mchinji	51
1864778a-0d5a-4b59-9396-33fdf6539b65	Tarrangower Cactus Control Group	46
23db4323-6471-4e16-b8d5-aeb8c59cbfac	Inventario de Herpetología en el Área Sujeta a Acuerdos de Conservación Voluntaria Quebrada Aguazula, Rincón del Soldado, Yopal	40
3b74ac9f-b90b-4113-969f-a489a5aa11fc	Suivi des reptiles en forêt du Madrillet	39
04234973-a68a-4c56-a786-c6c7da0efe21	Spotted crake national survey in the UK in 1999	31
d18e2338-0455-48b3-a85a-bd5e8de66b75	Seasearch Crawfish, Palinurus elephas, Surveys	28
d91b392e-bb9d-4fb2-99d8-6053e1ade94f	Observations of the emergence of Fijian cicadas in September 2017	15
7b9521ef-988f-45eb-9c89-b8528a7debc1	Bush Blitz aids description of three new species and a new genus of Australian beeflies (Diptera: Bombyliidae: Exoprosopini)	4
d1a8a72f-658d-4996-8ae5-43ce336d9eb4	Données naturalistes (Rhopalocères et Zygènes) de Nicolas JEAN (données récoltées en tant que bénévole)	2
56b1a75f-6bf7-47ff-bcdb-a4d402172b1d	Registro de Ateles belzebuth (mono araña) en el municipio de Yopal, departamento de Casanare	1
02131297-7f17-4eb7-aeb6-9692ac6d5ea1	Rossendale Ornithologists' Club - ROC RSPB Farmland Species Survey Dataset	0
04e5adc3-28c6-4589-b48a-36b4c8609b40	IWDG Constant Effort Cetacean Sighting Scheme	0
0c8b3534-7666-44bb-9dc0-913834eb04f0	NDFF Botanical roadside monitoring	0
1eb5d9c0-2e4c-11de-909a-b8a03c50a862	Finnish Entomological Database: Heteroptera	0
228491dd-bd53-4cde-a91e-378092cf90cf	NDFF ANLb monitoring for amphibians and fish	0
313f597d-32cd-4389-9f27-5966e3444d53	NDFF Beetles of the Dutch Habitats Directive	0
333e2382-51d2-4c9d-93cf-ff46288ad1b9	MISE Project Otter Records, 2011-2015	0
3697fec6-b46c-4976-a7c2-417188574dcf	Irish Vascular Plant Data - Paul Green	0
3b823447-b6b3-4424-80ae-643e877a1c8d	People's Trust for Endangered Species - Hedgehog records 2005-2006: Hogwatch and Rural Landowner surveys	0
3cf84bf6-5a7b-4abe-89ef-b16eaef2fa3c	Nottinghamshire Biological and Geological Records Centre - Nottinghamshire Biodiversity Action Group Brown Hare Survey	0
3f0bfe27-b8d7-459e-8b83-1abc57aa669c	People's Trust for Endangered Species - Hedgehog Hibernation Survey records	0
432b3389-4758-4b14-bae1-617e4463cd73	Road Kill Survey	0
4764db32-05c6-4ac3-a648-670db5de9d37	IWDG Casual Cetacean Sightings	0
516bb920-2e4c-11de-909a-b8a03c50a862	Finnish Entomological Database: Hymenoptera	0
555dfae5-6a38-4db5-ac80-58d9b5626e29	National Bat Database of Ireland	0
57b39cb1-45e9-4444-9eb3-9c489e94d63e	NDFF Monitoring wintering bats	0
5c5e17e7-fbc1-4452-ac55-b8876e10e289	Observations opportunistes de mammifères marins de l'observatoire PELAGIS	0
5d4911e4-8c8e-41cb-97ff-d80b2f11a4cc	NDFF Hazel dormouse survey	0
5ee22017-b870-4d04-95c6-13e335b7f032	ECOCEAN MantaMatcher	0
5f83f1a9-05dd-41df-96fd-743d6f50c111	MISE Project Waterford Otter Records, 2011-2015	0
616efc67-5aba-49f7-914d-8c2c8e217858	NDFF Distribution survey Eurasian beaver and Eurasian otter	0
66ca4356-bdef-4de4-b5d0-c1b6d69b7fff	Seasearch Crawfish, Palinurus elephas, Surveys	0
68705ca0-5e04-4518-aec3-d6829d003570	Ireland's BioBlitz 2012	0
69fe6f86-b594-4521-8ae1-4b1d4b7ed620	Botanical Society of the British Isles - Demonstration set of data downloaded from the BSBI threatened plant database	0
711d6639-7d82-4282-aac5-c901ac280d75	OPAL National Soil Centre, Imperial College London - Earthworm species and associated soil parameters for OPAL National Survey (England only) compiled March 2009 to April 2011	0
723c4647-5916-4575-a9bb-a0ea15852f8d	Spiders of Ireland	0
73c32d08-e30f-476b-8d65-e661a9df0c3c	The Flora of County Wexford	0
78d49398-9309-4c93-8ebf-9e16e4ffbd5b	Lichens of Rocky Seashores	0
7bc261a0-c7b8-11de-b279-bb42b9ac878e	BSBI tetrad data for Ireland	0
7d28fe9c-190a-43ab-bdf8-a7235490bbf4	NDFF Amphibian monitoring program 2015	0
7ff7a20f-f3b8-4a25-9057-069ae3417c49	Lothian Wildlife Information Centre - Lothian Wildlife Information Centre Secret Garden Survey	0
820177a0-2e4c-11de-909a-b8a03c50a862	Finnish Entomological Database: Trichoptera	0
827a08ae-f762-11e1-a439-00145eb45e9a	National Butterfly Survey of Finland	0
8325e0d4-f762-11e1-a439-00145eb45e9a	FrogWatch Canada	0
84606c08-f762-11e1-a439-00145eb45e9a	Lepidopterists Society Season Summaries 1973-1997	0
884cb99c-95a0-4dac-94dd-d57dc509c560	Eremaea	0
96c6e82c-f762-11e1-a439-00145eb45e9a	DOF 2001-2006	0
9db7cf84-85b0-4fe9-b3a3-2bf622ad4fcc	MISE Project Roaringwater Bay Otter Records, 2012-2014	0
9df997ea-5549-45a9-b42f-ff8a308ccbf6	NDFF Monitoring bats in attics	0
a416dc00-2e4b-11de-9099-b8a03c50a862	Finnish Entomological Database: Coleoptera	0
a8702089-c388-42ea-aea8-8c0c1ba19193	Nottinghamshire Biological and Geological Records Centre - Nottinghamshire Biodiversity Action Group Himalayan Balsam Survey	0
a8742f30-c7b8-11de-b279-ebdd43e85d4a	Irish National Frog Database	0
a8d08280-1def-11de-be11-b8a03c50a862	Finnish Entomological Database: Lepidoptera	0
ad2e51d0-1e04-11de-be11-b8a03c50a862	Finnish Entomological Database: Blattodea	0
b0dacaa0-6511-4d21-9d55-129bc400831d	Nottinghamshire Biological and Geological Records Centre - Nottinghamshire Biodiversity Action Group Japanese Knotweed Survey	0
b4e21aec-30ff-4867-8503-2bf8de3a4fe7	TESRI-FB-EnjoyMoths	0
b70121ef-b7ea-4316-a05b-abdf30f5ca09	Wildlife Sightings	0
bc1bc7d8-8f63-46ae-bdae-f34d8f3d3c75	MISE Project Killarney Otter Records, 2013	0
bd92e852-0fec-4679-82c2-b7e4ba66c48e	The Flora of County Wexford	0
be2af664-2990-4153-99b5-d92bbd8cdb0e	Tiira information service	0
be7ebcf3-6053-4e00-9c07-989cf2d56b2d	National Newt Survey	0
c10dfc42-db10-49e9-9b32-2fcaabbecb92	Flora of County Cavan	0
c585e6fb-fd76-426e-ae01-a32dc9de5689	Atlas of Mammals in Ireland 2010-2015	0
cb0ad417-bdca-4d5e-a624-811b50f02860	NDFF Molluscs in EU Habitats Directive	0
ce2583cc-da9e-440f-8811-44a1f8230484	Marine Conservation Society - Seasearch Marine Surveys	0
cfbc0f8c-e6c6-4634-b012-9bf20c22e50d	OBSERVACIONES DE CIENCIA CIUDADANA	0
e2929e2d-e162-4767-b53e-13d839d36d1a	The Second Atlas of Breeding Birds in Britain and Ireland: 1988-1991	0
ed923320-2e4b-11de-9099-b8a03c50a862	Finnish Entomological Database: Diptera	0
f0f8e840-1df9-11de-be11-b8a03c50a862	Finnish Entomological Database: Araneae	0
f648085b-8e1c-4a79-bc8d-f45d36296564	Fish monitoring data in Lake Kasumigaura	0
fdf097eb-1576-47dd-9b79-1943be6e75ed	2011 Breeding Bird Survey of Taiwan	0
fe6d1c27-5284-402f-a57a-55727ee3f981	The observations of the Great Bustards and Baiji dolphin in China of the year 2018	0
fe95dd88-c8dc-4e09-804e-c36dd22de761	Whale and Dolphin Conservation Society - WDCS Shorewatch Sightings	0
ffc8f6a2-0bb4-45c5-a978-9064a52c5e02	Butterflies of County Waterford	0
